Defeat( hill , murray )
Defeat(  ,  )
Defeat( joe liotine lifetimes , lifetimes )
Defeat( andy , david )
Defeat( ito , tatsuma ito )
Defeat( roger , stan wawrinka )
Defeat( nadal , rafael )
Defeat( aoyama , shuko aoyama )
Defeat( alison , alison van uytvanck )
Defeat( rafael nadal , luk )
Defeat( rafael nadal , lu )
Defeat( edberg , djokovic )
Defeat( djokovic , victoria beckham )
Defeat( andy murray , anderson )
Defeat( kim , kate )
Defeat( kevi , andy murray )
Defeat( klizan , lukas )
Defeat( sveta , jj )
Defeat( li , maria sharapova )
Defeat( cox , damien cox )
Defeat( bouchard , saviano )
Defeat( slo , aljaz bendene slo )
Defeat( andrea , andrea hlavackova )
Defeat( nadal , kyrogis )
Defeat( navratilova , chris evert lloyd )
Defeat( wawrinka , wawrinka )
Defeat( nadal , nick kyrgios )
Defeat( shvedova , sara errani )
Defeat( nadal , nick krygios )
Defeat( anderson , kevin anderson man )
Defeat( chan , mirnyi )
Defeat( smitkova , coco vandeweghe )
Defeat( barbora zahlavova stryco , stryco )
Defeat( swan , katie swan )
Defeat( djokovic , silverstone )
Defeat( aliz cornet mandari6 england gbr , gbr )
Defeat( wickmayer , yanina wickmayer )
Defeat( ivanovic , williams )
Defeat( rafael , rafael nadal )
Defeat( murray , maria sharapova )
Defeat( rafaelnadal , lukas rosol )
Defeat( shuai peng http://t.co/lmajcmiq3k , peng )
Defeat( roddick , nole )
Defeat( connors , mcenroe )
Defeat( robredo , stan wawrinka )
Defeat( watson , alja tomljanovic )
Defeat( rafael nadal , mikhail )
Defeat( connors , ashe )
Defeat( jj , hewitt )
Defeat( bouchard , daniela hantuchova )
Defeat( getty , murray )
Defeat( http://t.co/vqrmu8ndun , eugenie bouchard http://t.co/vqrmu8ndun )
Defeat( nick kyrgios , janowicz )
Defeat( federer , lewishamilton )
Defeat( youzhny , mikhail youzhny )
Defeat( bouchard , jim parsons )
Defeat( azarenka , #bojana jovanoski )
Defeat( federer , novac djokovic )
Defeat( williams , rafael nadaladvance )
Defeat( bouchard , federer )
Defeat( zvonareva , donna vekic )
Defeat( williams , venus willia )
Defeat( borg , john mcenroe )
Defeat( safarova , breitbart )
Defeat( stepanek , djokovic )
Defeat( simona , eugenie bouchard )
Defeat( cornet , aliz cornet )
Defeat( shuai peng http://t.co/jj9vu09qo1 , http://t.co/jj9vu09qo1 )
Defeat( aliz cornet , willia )
Defeat( angelique kerber hel , hel )
Defeat( mirnyi , hao-ching chan )
Defeat( andy murray , tim )
Defeat( makarova , lucie )
Defeat( mallory , molla mallory )
Defeat( bryan , sock )
Defeat( gabashvili , teymuraz gabashvili )
Defeat( angeli , sharapova )
Defeat( grigor dimitrov.kajobajunior , dimitrov.kajobajunior )
Defeat( #wimbledon2014 , simon #wimbledon2014 )
Defeat( nick kyrgios http://t.co/39vjudepnr , http://t.co/39vjudepnr )
Defeat( monroe , shuai zhang )
Defeat( roger federer , raoni )
Defeat( bouchard , murray )
Defeat( wawrinka , sousa )
Defeat( angelique kerber he , he )
Defeat( fognini , wayne ferreria )
Defeat( jovanovski , bojana jovanovski )
Defeat( tomlijanovic , watson )
Defeat( djokovic , simon gerrans )
Defeat( kristina , kristina mladenovic )
Defeat( lepchenko , pironkova )
Defeat( radek , novak djokovic )
Defeat( nadal , djokovic )
Defeat( djokovic , nole )
Defeat( nadal , nick kyriogs )
Defeat( carreno , ferrer )
Defeat( william watch andy murray , murray )
Defeat( rodger federer , federer )
Defeat( aliz cornet https://t.co/rvwn5itefk , https://t.co/rvwn5itefk )
Defeat( fognin , wayne ferreria )
Defeat( nieminen , federico delbonis )
Defeat( dimitrov , roger federer )
Defeat( yuuup , murray )
Defeat( simon , eugenie bouchard )
Defeat( istomin , denis istomin )
Defeat( kvitova , petra kvitova )
Defeat( grigor , novak djokovic )
Defeat( kyrgois , nadal )
Defeat( jimmy , jimmy connors )
Defeat( di , novak djokovic )
Defeat( williams , chanelle scheepers )
Defeat( lopez , wawrinka )
Defeat( tsonga , grigor dimtrov )
Defeat( rosol , roger federer )
Defeat( pavlyuchenkova , anastasia pavlyuchenkova )
Defeat( djokovic , federer )
Defeat( lewis , chris lewis )
Defeat( shuai peng http://t.co/ai9feafqon , http://t.co/ai9feafqon )
Defeat( ferr , andy murray )
Defeat( glushko , julia glushko )
Defeat( lols , federer )
Defeat( jovanovski , victoria azarenka )
Defeat( townsend , taylor townsend )
Defeat( matosevic , marinko matosevic )
Defeat( tsonga , novak )
Defeat( aga , halep )
Defeat( br , john br )
Defeat( radek stepanek , paes )
Defeat( dimitrov , milos raonic )
Defeat( zahlavova strycova , strycova )
Defeat( glushko , sabine lisicki )
Defeat( hanescu , tomas )
Defeat( eugenie , eugenie #bouchard )
Defeat( federer , jacob steinberg )
Defeat( struff , jan-lennard struff )
Defeat( sloane stephens , stosur )
Defeat( grigor dimitrov , djokovic )
Defeat( nara , kurumi nara )
Defeat( goffin , huffington )
Defeat( roger , sharapova )
Defeat( serena , marion bartoli )
Defeat( kate , murray )
Defeat( gabashvili , puetz )
Defeat( ana konjuh , a )
Defeat( go , grigor dimitrov )
Defeat( novak , novak djokovic )
Defeat( nishikori , kei nishikori )
Defeat( lukasz , dusan lajovic )
Defeat( ashe , arthur ashe )
Defeat( raonic , renata teague )
Defeat( novak , dimitrov )
Defeat( barbora zahlavova strycova http://t.co/qqfahp1czf , http://t.co/qqfahp1czf )
Defeat( djokovi , novak djokovi )
Defeat( paszek , tamira paszek )
Defeat( nadal , roger federer )
Defeat( barty-dellacqua , errani-vinci )
Defeat( kvitova , eugenie http://t.co/xbgusw7ira )
Defeat( na , venus williams )
Defeat( halep , petra kvitova )
Defeat( maheshbhupathi , doohan )
Defeat( kerber , angelique kerber )
Defeat( pospisil , jack )
Defeat( brybry , wank sock )
Defeat( djokovic , roger fede )
Defeat( rafa , nick kyrgios )
Defeat( murray , pete sampras )
Defeat( evans , daniel evans )
Defeat( luci , petra kvitova )
Defeat( angelique kerber http://t.co/7c1yfgixgx , http://t.co/7c1yfgixgx )
Defeat( nadal , andy murray )
Defeat( klizan , nadal )
Defeat( hanescu , roger )
Defeat( simon , andy murray )
Defeat( dudley , watson )
Defeat( paula , paula kania )
Defeat( jaksic , jovana jaksic )
Defeat( shuai peng http://t.co/mj4rlrb7w5 , http://t.co/mj4rlrb7w5 )
Defeat( lucie , petra kvitova )
Defeat( luc , petra kvitova )
Defeat( anderson , andy murray )
Defeat( federer , del potro )
Defeat( bouchar , petra kvitova )
Defeat( barthel , mona barthel )
Defeat( tomic , dellacqua )
Defeat( ferrer , andrey kuznetsov )
Defeat( lisicki , simona halep )
Defeat( nadal , novac )
Defeat( shuai peng http://t.co/n3pmasoqub , http://t.co/n3pmasoqub )
Defeat( lendl , brad park )
Defeat( kvitova , eugenie bouchard story )
Defeat( kuk , mikhail kuk )
Defeat( murray , kyrgios )
Defeat( rafaelnadal , andy )
Defeat( fognini , fabio fognini )
Defeat( novak , golubev )
Defeat( llodra , nicolas mahut )
Defeat( chin , max mirnyi/hao-chang chin )
Defeat( jiri vesely , vesely )
Defeat( muller , roger federer )
Defeat( vinci , roberta vinci )
Defeat( aliz cornet http://t.co/ , http://t.co/ )
Defeat( dimitrov , jacob steinberg )
Defeat( lukas , nadal )
Defeat( dinah , dinah pfizenmaier )
Defeat( dimitrov , murray )
Defeat( halep , benrothenberg )
Defeat( ha , alize cornet )
Defeat( zopp , jurgen zopp )
Defeat( bouchard , eugenia bouchard )
Defeat( gibson , darlene hard )
Defeat( kyrgios , john-patrick smith )
Defeat( frances alize cornet , cornet )
Defeat( federer , warren #rog )
Defeat( kvitova , eugen )
Defeat( mahut , nicolas mahut )
Defeat( djokovic lukas rosol steve darcis nick kyrgios , muller )
Defeat( ro , blaz rola )
Defeat( george bastl , bastl )
Defeat( simon , thomas tolkien )
Defeat( halep , mike dickson )
Defeat( pavic , a. pavic )
Defeat( novak , federer )
Defeat( suarez-navarro , zarina diyas )
Defeat( querrey , mahut )
Defeat( #kukushkin , mikhail #kukushkin )
Defeat( djokovic , boris becker )
Defeat( rich , nick kyrgios )
Defeat( safarov , lucie safarov )
Defeat( kerber , simona halep )
Defeat( roger federer , tom )
Defeat( jerzy janowicz , janowicz )
Defeat( carina , carina witthoeft )
Defeat( sam , federer )
Defeat( safarova , bouchard )
Defeat( murray , roberto agut )
Defeat( tsonga , jurgen melzer )
Defeat( #kyrios , rafael )
Defeat( aliz cornet http://t.co/xr8itcfgws , http://t.co/xr8itcfgws )
Defeat( feliciano lopez , isner )
Defeat( ivanoiv , sabine lisicki )
Defeat( david , andy murray )
Defeat( fede , roger fede )
Defeat( ivanovic , sabine li )
Defeat( stepanek , radek stepanek )
Defeat( gasquet , kryigos )
Defeat( varvara , varvara lepchenko )
Defeat( federer , rosberg )
Defeat( wozniacki , caroline wozniacki )
Defeat( beck , annika beck )
Defeat( john mc , kyrgios )
Defeat( murray , serena wins )
Defeat( barker , tim henman )
Defeat( shuai peng http://t.co/arz56ovxjg , http://t.co/arz56ovxjg )
Defeat( simon , nole )
Defeat( robredo , federer )
finished
Defeat( richard gasquet , duckworth )
Defeat( aliz cornet http://t.co/nbefqq3rse , http://t.co/nbefqq3rse )
Defeat( kvitova , bouchard )
Defeat( novak djokovic , radek )
Defeat( edberg , boris becker )
Defeat( zimonjic , sam sto )
Defeat( bacsinszky , alison riske )
Defeat( s , lukas rosol )
Defeat( lisicki , ana )
Defeat( barbora zahlavova strycova http://t.co/vo3adjj3ez , http://t.co/vo3adjj3ez )
Defeat( nick kyrgios http://t.co/jyyk92bbv5 , http://t.co/jyyk92bbv5 )
Defeat( ma , naomi broady ma )
Defeat( nadal , martin klizan )
Defeat( sela , dudi sela )
Defeat( angelique kerber , sharapova )
Defeat( benneteau , julien benneteau )
Defeat( elina , elina svitolina )
Defeat( nara , steffi graf )
Defeat( djokovic , andy murray )
Defeat( aliz cornet http://t.co/0l8lkjoksi , http://t.co/0l8lkjoksi )
Defeat( dimitrov , luke saville )
Defeat( federer , eugnie bouchard )
Defeat( vesely , nick kyrgios )
Defeat( ivanovic , ana ivanovi )
Defeat( henry , djokovic )
Defeat( schmiedlova , kristina schmiedlova )
Defeat( scheepers , chanelle scheepers )
Defeat( grigor dimitrov , a )
Defeat( djokovic , sharapova )
Defeat( federer , i. bravo roger )
Defeat( roger , novak djokovic )
Defeat( grigor dimitrov , andy )
Defeat( lukas , tommy #robredo )
Defeat( strycova , barbora zahlavova strycova )
Defeat( tim henman , henman )
Defeat( stanislas wawrinka , federer )
Defeat( sergiy stakhovsky , edmund )
Defeat( to , toby davis london )
Defeat( novak , stepanek )
Defeat( federer , michi )
Defeat( nick kyrgios http://t.co/lghvrspikh , http://t.co/lghvrspikh )
Defeat( knapp , karin knapp )
Defeat( nadal , kyr )
Defeat( gasquet , kygrios )
Defeat( nieminen , jarkko nieminen )
Defeat( federer , unete teampapii )
Defeat( yanina wickmayer , wickmayer )
Defeat( dimitrov , gregor dimitrov )
Defeat( petra kvitova http://t.co/lrdpymbtdo , http://t.co/lrdpymbtdo )
Defeat( belinda , belinda bencic )
Defeat( djokovic , roger federerc )
Defeat( dellacqua , jarmila gajdosova http://t.co/azk9so6pzj )
Defeat( li , strycova )
Defeat( murray , kevin anderson )
Defeat( aliz cornet http://t.co/mnkkkf41oo , http://t.co/mnkkkf41oo )
Defeat( shuai , shuai zhang )
Defeat( halep , kvitova )
Defeat( rosol , jon mcevoy )
Defeat( agassi , andre agassi )
Defeat( sharapova , jana novotna )
Defeat( nishikori , simone bolelli )
Defeat( shuai peng http://t.co/nwm0baxd17 , http://t.co/nwm0baxd17 )
Defeat( aliz cornet http://t.co/28g81pdmzx , http://t.co/28g81pdmzx )
Defeat( smethurst , dan smethurst )
Defeat( martin klizan , nadal )
Defeat( vesely , monfils )
Defeat( saville , luke saville )
Defeat( djok , federer )
Defeat( klahn , bradley klahn )
Defeat( djoko , nadal )
Defeat( federer , novak djokovic )
Defeat( federer , stan wawrinka )
Defeat( venus , kvitova )
Defeat( petra , petra martic )
Defeat( nick kyrgios http://t.co/samerykluz , http://t.co/samerykluz )
Defeat( nick kyrgios http://t.co/yyaaddbazs , http://t.co/yyaaddbazs )
Defeat( grigor , grigor dimitrov )
Defeat( golubev , stepanek )
Defeat( tursunov , dmitry tursunov )
Defeat( rafael , darcis )
Defeat( bolelli , ito )
Defeat( korda , pete )
Defeat( andy , andy murray )
Defeat( kvitova , eugeni )
Defeat( klizan , klara koukalova )
Defeat( petrakvitova , hlavackova )
Defeat( nadal , maria sharapova )
Defeat( melo , nadal )
Defeat( kyrgios , nadal )
Defeat( sock , vasek pospisil )
Defeat( hanescu , berdych )
Defeat( barbora zhlavov strcov , strcov )
Defeat( bojana jovanovski , jovanovski )
Defeat( vera zvonareva , moore )
Defeat( kyrgios , georgi )
Defeat( http://t.co/iivgr7c5ju , stan wawrinka http://t.co/iivgr7c5ju )
Defeat( michaela gordon , scot )
Defeat( federer , tejiri philip )
Defeat( stef , noah rubin )
Defeat( petra , aga )
Defeat( duval , victoria duval )
Defeat( prince william , murray )
Defeat( duckworth , james duckworth )
Defeat( barbora zahlavoyastrycova http://t.co/uftmnf5ult , wozniacki )
Defeat( simon , novak djokovic )
Defeat( federer , tony o'brien )
Defeat( dmitrov , maria sharapova )
Defeat( andy murrays , dimitrov )
Defeat( sloane stephens , to )
Defeat( robson , laura robson )
Defeat( kvitova , lucie )
Defeat( john mcenroe , kyrgios )
Defeat( darcis , nadal )
Defeat( williams , getty )
Defeat( federer , nole )
Defeat( baghdatis , rt mariakourri )
Defeat( roger federer , murray )
Defeat( ekaterina , ekaterina makarova )
Defeat( lisicki , sabine lisicki )
Defeat( ivanovic , serena william )
Defeat( roddick , andy roddick )
Defeat( robredo , jerzy janowicz )
Defeat( murray , boyles )
Defeat( williams , luis suarez )
Defeat( djokovic , les miles )
Defeat( monica , monica niculescu )
Defeat( radek stepanek , sania-cara )
Defeat( sharapova , azarenka )
Defeat( schiavone , anaivanovic )
Defeat( stan , stan wawrinka wimbledon )
Defeat( taroczy , balazs taroczy )
Defeat( petra kvitova http://t.co/hsv8vkpifa , http://t.co/hsv8vkpifa )
Defeat( roger , nole )
Defeat( bolelli , simone bolelli )
Defeat( martin klizan , a )
Defeat( rafael nadal , darcis )
Defeat( giraldo , daniel gimeno-traver )
Defeat( grigor dimitrov , murray )
Defeat( aliz cornet http://t.co/c6wtxogghp , http://t.co/c6wtxogghp )
Defeat( cash , brit julian cash )
Defeat( robert , andy murray )
Defeat( ben gordon #theapocalypse , nadal )
Defeat( mikhail , rafael nadal )
Defeat( michael roddy , federer )
Defeat( djokovic , novak djokovic )
Defeat( to , petra kvitova )
Defeat( dimitrov , novak djokovic sa )
Defeat( nadal , nick kyrgos )
Defeat( tara moore , wozniacki )
Defeat( hlavackova , andrea hlavackova )
Defeat( cornet , serena )
Defeat( halep , ana ivanovic )
Defeat( martin , martin klizan )
Defeat( on , nick kyrgios )
Defeat( anna-lena , anna-lena friedsam )
Defeat( querrey , jo-wilfried tsonga )
Defeat( dimitr , grigor dimitr )
Defeat( jie , zheng jie )
Defeat( toni , nadal )
Defeat( sloane stephens , r )
Defeat( gobulav , andrey gobulav )
Defeat( lipsky , jie zheng )
Defeat( golubev , novak d )
Defeat( kygrios , nadal )
Defeat( and , simona hal )
Defeat( hewitt , janowicz )
Defeat( petra kvitova , bouchard )
Defeat( stefan , noah rubin )
Defeat( cornet , sharapova )
Defeat( errani , roberta vinci )
Defeat( roge , novak djokovic )
Defeat( shuai peng http://t.co/kprikfrpth , peng )
Defeat( murray , ned )
Defeat( kliz , martin kliz )
Defeat( kanepi , jelena jankovic )
Defeat( http://t.co/nr3d7pn3px , roger http://t.co/nr3d7pn3px )
Defeat( kvitova , eugenie )
Defeat( bouchard , genie bouchard )
Defeat( hlavackova , jie zheng )
Defeat( nadal , sharapova )
Defeat( stosur , sam stosur )
Defeat( naomi , naomi broady )
Defeat( pospisil , federer )
Defeat( aliz cornet http://t.co/isi1awzjit , http://t.co/isi1awzjit )
Defeat( and , simona halep )
Defeat( laver , chuck mckinley )
Defeat( nedovyesov , aleksandr nedovyesov )
Defeat( murray , roberto bautista agut )
Defeat( kevin curren , nadal )
Defeat( gasquet , nick krygios )
Defeat( safarova , eugenie bouchard )
Defeat( nadal , tim howard )
Defeat( whang , tsonga )
Defeat( radek stepanek , s )
Defeat( rafael http://t.co/hrmysxbfue , nadal )
Defeat( kv , petra kv )
Defeat( bacsinszky , timea bacsinszky )
Defeat( hartley , john hartley )
Defeat( konta , cox )
Defeat( nick kyrgios http://t.co/1vylyzachv , http://t.co/1vylyzachv )
Defeat( fellapartova , kvitova )
Defeat( gonzalez , alejandro gonzalez )
Defeat( bouchard , marketwatch http://t.co/xlgikybu3z )
Defeat( tsurenko , bencic )
Defeat( wilander , mcenroe )
Defeat( aliz cornet http://t.co/eutb82aw8b , http://t.co/eutb82aw8b )
Defeat( henin , justine henin )
Defeat( rosol , toni nadal )
Defeat( serena williams , murray )
Defeat( sharapova , nadal )
Defeat( serena williams , matos )
Defeat( chan hao-ching , chan )
Defeat( olga , olga govortsova )
Defeat( cibulkova , dominika cibulkova )
Defeat( jim co , co )
Defeat( rafael nadal , kyrgios )
Defeat( zimonjic , nestor )
Defeat( riath , chardy )
Defeat( tomljano , ajla tomljano )
Defeat( puetz , tim puetz )
Defeat( kvitova , venus williams )
Defeat( raonic , nadal )
Defeat( tiafoe , kozlov )
Defeat( nick kyrgios , robert )
Defeat( petra kvitova http://t.co/fqwbddgrd4 , bouchard )
Defeat( sock , bob bryan )
Defeat( aliz cornet , willi )
Defeat( sam stosur , zimonjic )
Defeat( farah , darija jurak )
Defeat( jerzy janowicz , hewitt )
Defeat( pospisil , mike bryan )
Defeat( camila , camila giorgi )
Defeat( garcia , errani )
Defeat( aliz cornet http://t.co/rxvundf1ck , http://t.co/rxvundf1ck )
Defeat( giraldo , roger federer )
Defeat( makarova , agnieszka radwanska )
Defeat( aliz cornet http://t.co/cnnhm9lfxn , http://t.co/cnnhm9lfxn )
Defeat( konjuh , yanina wickmayer )
Defeat( nick , nick kyrgios )
Defeat( to , messi )
Defeat( petra , bouchard )
Defeat( yanina wickmeyer , wickmeyer )
Defeat( simon , roberto bautista agut )
Defeat( robin haase , pospisil )
Defeat( dimitrov , grigor dimitrov )
Defeat( sharapova , maria sharapova )
Defeat( hanika , sukova )
Defeat( rosol , lukas rosol )
Defeat( anderson , murray )
Defeat( raonic , novak djokovic )
Defeat( alize corne , corne )
Defeat( riske , alison riske )
Defeat( stakhovsky , ernests gulbis )
Defeat( andy murray , dimitrov )
Defeat( federer , robredo )
Defeat( muller , rosol )
Defeat( djokovic , and )
Defeat( federer , stanislas wawrinka )
Defeat( bouchard , petra kvitov )
Defeat( andrey kumantsov , kumantsov )
Defeat( raonic , nick kyrgios )
Defeat( marin , marin cilic sofiao )
Defeat( kvitova , eugenie bouchard b )
Defeat( andy , kevin anderson )
Defeat( konjuh , marina erakovic )
Defeat( djokivic , murray )
Defeat( djokovi , roger federer )
Defeat( matosevic , fernando verdasco )
Defeat( caroline , caroline wozniacki )
Defeat( torro-flor , virginia wade )
Defeat( zhang , shuai zhang )
Defeat( aliz cornet http://t.co/zaelscq7pu , http://t.co/zaelscq7pu )
Defeat( murray , novaks )
Defeat( angelique kerber http://t.co/mosxsuvmjw , http://t.co/mosxsuvmjw )
Defeat( agut , bautista agut )
Defeat( safarova , martha kelner )
Defeat( maria sharapova , nadal )
Defeat( simon , andy murra )
Defeat( federer , sampras )
Defeat( david , david goffin )
Defeat( shvedova , kristyna pliskova )
Defeat( kirilenko , a )
Defeat( alison , alison riske )
Defeat( borg , mcenroe )
Defeat( andy murray , dmitrov )
Defeat( limited , grigor dimitrov limited )
Defeat( milos raonic vani , federer )
Defeat( andy murray , fognini )
Defeat( and , simona ha )
Defeat( aliz cornet http://t.co/0l0njtwfqu , http://t.co/0l0njtwfqu )
Defeat( rosol , heather watson )
Defeat( gulbis , ernests gulbis )
Defeat( vesely , rafa nadal )
Defeat( petra kvitova , kvitova )
Defeat( richar , richard gasquet )
Defeat( feder , rodger feder )
Defeat( urszula , urszula radwanska )
Defeat( skysportsgolf poulter , silverstone )
Defeat( baghdatis , mayer )
Defeat( darcis , rafael nadal )
Defeat( henin , justin henin )
Defeat( shuai peng http://t.co/cthxwyxjy5 , http://t.co/cthxwyxjy5 )
Defeat( monica , monica puig )
Defeat( rafal , nick )
Defeat( golubev , andrey golubev )
Defeat( lu , wawrinka )
Defeat( robson , watson )
Defeat( cornet , serena williams )
Defeat( williams , anna tatishvili )
Defeat( scheepers , serena )
Defeat( williams , mara )
Defeat( djokovic , evans )
Defeat( federer , djokovic )
Defeat( cuevas , pablo cuevas )
Defeat( federer , akeelkela hamilton )
Defeat( devvarman , somdev devvarman )
Defeat( djokovic , stepanek )
Defeat( lorenzi , roger federer )
Defeat( jac , bryan )
Defeat( mu , grigor dimitrov )
Defeat( e , petra kvitova )
Defeat( sugita , jap )
Defeat( istom , denis istom )
Defeat( murray , peroni )
Defeat( jerzy , rusty )
Defeat( murray , g dimitrov )
Defeat( bernard tomic , to )
Defeat( fabio fognini , fognini )
Defeat( li , halep )
Defeat( murray , rola )
Defeat( lisicki , schevdova )
Defeat( simona , simona halep )
Defeat( nick kyrgios http://t.co/fyzfzjea9b , http://t.co/fyzfzjea9b )
Defeat( kyrgios , milos raonic )
Defeat( federer , dijovic )
Defeat( nad , serena williams )
Defeat( nadal , dustin brown )
Defeat( sock , jack sock sofiaorde )
Defeat( wawrinka , murray )
Defeat( strycova , date-krumm/zahlavova strycova )
Defeat( murray , maria )
Defeat( zimonjic , sam stosur )
Defeat( andy , fognini )
Defeat( wang , mikhail youzhny )
Defeat( mauresmo , dimitrov )
Defeat( aliz cornet http://t.co/2dcqrwblqo , http://t.co/2dcqrwblqo )
Defeat( eugen , petra kvitova )
Defeat( angelique kerber http://t.co/0jdfvap49u , http://t.co/0jdfvap49u )
Defeat( johnson , steve johnson )
Defeat( makarova , misaki doi )
Defeat( brown , goran ivanisevic )
Defeat( federer , hill )
Defeat( grigor dimitrov , grigor )
Defeat( novak , potro )
Defeat( halep , sabine lisicki )
Defeat( melzer , jurgen melzer )
Defeat( dimitrov , andy murray )
Defeat( nadal , arjun )
Defeat( federer , reyt )
Defeat( mona , mona barthel )
Defeat( djokovic , venus wil )
Defeat( alisa , alisa kleybanova )
Defeat( venuseswilliams , maria-teresa torro-flor )
Defeat( barker , murray )
Defeat( raon , milos raon )
Defeat( ana , ana konjuh )
Defeat( vesnina , elena vesnina )
Defeat( delbonis , federico delbonis )
Defeat( federer , gilles muller )
Defeat( sock , mike bryan )
Defeat( samuel l jackso , beckham )
Defeat( nadal , xbox )
Defeat( genie , eugenie bouchard )
Defeat( kvitova , andrea hlavackova )
Defeat( aliz cornet http://t.co/tnm6kbueh9 , http://t.co/tnm6kbueh9 )
Defeat( caro wozniacki , wozniacki )
Defeat( http://t.co/6863msf34j , novak djokovic http://t.co/6863msf34j )
Defeat( vandeweghe , muguruza )
Defeat( murray , rolaver )
Defeat( querrey , sam querrey )
Defeat( angelique , angelique kerber )
Defeat( barbora zahlavoyastrycova http://t.co/d1nsw1jfxt , wozniacki )
Defeat( serena , kvitova )
Defeat( murray , sharapova )
Defeat( giraldo , santiago giraldo )
Defeat( patrick-smith , john patrick-smith )
Defeat( duckworth , gasquet )
Defeat( federer , serena )
Defeat( kukshkin , mikhail kukshkin )
Defeat( kvitova , eugenie boucha )
Defeat( barbora zahlavova strycov , strycov )
Defeat( ana , ana ivanovic )
Defeat( fed , roger federer )
Defeat( and , djokovic )
Defeat( sampras , becker )
Defeat( jamie , andy )
Defeat( and , andy murray )
Defeat( strycova , elena vesnina )
Defeat( to , toby davis novak djokovic )
Defeat( rafael nadal , rosol )
Defeat( dimitrov , tsonga )
Defeat( murray , bautista agut )
Defeat( middleton , kate middleton )
Defeat( tsong , jo-wilfried tsong )
Defeat( peng shuai , shuai )
Defeat( henman , tim henman )
Defeat( novak , murray )
Defeat( bouchard , eugenie bouchard )
Defeat( roger fe , fe )
Defeat( kudla , denis kudla )
Defeat( kvitova , saforava )
Defeat( djokovic , getty )
Defeat( beckham , victoria beckham )
Defeat( inglot , johanna konta )
Defeat( stepanek , novak djokovic )
Defeat( zarina , zarina diyas )
Defeat( sergiy stakhovsky , sergiy )
Defeat( kyrgios , jiri vesely )
Defeat( simo , eugenie bouchard )
Defeat( dzokovic , roger federer )
Defeat( mikhail kukushkin , kukushkin )
Defeat( dominguez , lourdes dominguez lino )
Defeat( qureshi , bopanna )
Defeat( djokov , federer )
Defeat( dolgopolov , grigor dimitrov )
Defeat( ko , stefan ko )
Defeat( ander , murray )
Defeat( bouchar , bouchard )
Defeat( petra kvitova http://t.co/oi0ycevtpg , http://t.co/oi0ycevtpg )
Defeat( kvitova , eugeni bouchard )
Defeat( noksitupandwackzitova , yelena noksitupandwackzitova )
Defeat( shuai peng http://t.co/txtdqwmzt2 , http://t.co/txtdqwmzt2 )
Defeat( jie , jie zheng )
Defeat( kvitova , graf )
Defeat( aliz cornet http://t.co/rzmwyk1qcd , http://t.co/rzmwyk1qcd )
Defeat( becker , kevin curren )
Defeat( jones , eugenie )
Defeat( richard gasquet , gasquet )
Defeat( king , margaret court )
Defeat( potro , del potro )
Defeat( berdych , tomas berdych )
Defeat( murray , roger )
Defeat( serena williams , williams )
Defeat( pos , bryan )
Defeat( murray , mauresmo )
Defeat( aliz cornet #sebheupdate , #sebheupdate )
Defeat( nadal , kyrgios )
Defeat( federer , gulbis )
Defeat( schepper , de schepper )
Defeat( federer , barrie #djokovic )
Defeat( birotra , j. birotra )
Defeat( dancevic , ivo karlovic )
Defeat( vera zvonareva , zvonareva )
Defeat( im , dimitrov )
Defeat( gonzalez , kohlschreiber )
Defeat( radwans , agnieszka radwans )
Defeat( yanina wickmeyer http://t.co/z6fiitcfav , http://t.co/z6fiitcfav )
Defeat( petra kvitova http://t.co/voph72kpuj , http://t.co/voph72kpuj )
Defeat( aliz cornet http://t.co/02dmxug2x6 , http://t.co/02dmxug2x6 )
Defeat( petkovic , andrea petkovic )
Defeat( rafael nad , darcis )
Defeat( to , eugenie bouchard )
Defeat( raonic , roger federer )
Defeat( tsonga , novak djokovic )
Defeat( djokovic , roger feder )
Defeat( sofiaorden , eugenie bouchard sofiaorden )
Defeat( dellbarty , vincirrani )
Defeat( shuai peng http://t.co/iaztaazxie , http://t.co/iaztaazxie )
Defeat( ivanovic , sabine lisicki )
Defeat( wawrinka , gasquet )
Defeat( aliz cornet http://t.co/sops9n9rys , http://t.co/sops9n9rys )
Defeat( raonic , sharapova )
Defeat( smitkova , lucie )
Defeat( barbora zahlavova strycova http://t.co/xpbs3wqdmn , http://t.co/xpbs3wqdmn )
Defeat( broady , ward )
Defeat( anderson , novak djokovic )
Defeat( aliz cornet http://t.co/vpifph1dbn , http://t.co/vpifph1dbn )
Defeat( nieminen , john isner )
Defeat( gilles mller , gilles )
Defeat( broady , naomi broady )
Defeat( grigor dimitrov #wimbledon , #wimbledon )
Defeat( kyrgios , derek jeter )
Defeat( wawrinka , lopez )
Defeat( federer , breitbart )
Defeat( safaro , lucie safaro )
Defeat( djokovic , christina macfarlane )
Defeat( mahut , isner )
Defeat( paes , sania mirza )
Defeat( francesca , francesca schiavone )
Defeat( bouchard , getty )
Defeat( torro-flor , maria-theresa torro-flor )
Defeat( judy murray , andy )
Defeat( tsonga , grigor dimtro )
Defeat( agnieszka radwanska , radwanska )
Defeat( murray , djokovic )
Defeat( andy , grigor #dimitrov )
Defeat( raonic , townsvi )
Defeat( barrie , eugenie bouchard )
Defeat( roger , djokovic )
